Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
733dbb90-b1c6-ccf3-9115-4e78178ff625,1959-12-06,,999-23-6957,S99987125,X39863720X,Mrs.,Isabell86,Darci883,Mills423,,Collier206,M,white,nonhispanic,F,Amherst  Massachusetts  US,256 Streich Avenue Apt 99,Pelham,Massachusetts,Hampshire County,,00000,42.323513686815126,-72.39779682986966,25770.63,2144925.25,23168
e7904bd1-291f-6dd4-b22a-a2d81b9be97e,1981-08-29,,999-58-1190,S99914173,X59740982X,Mrs.,Joann92,Micah422,Green467,,Hyatt152,M,white,nonhispanic,F,Northampton  Massachusetts  US,934 Bosco Bridge Suite 80,Southborough,Massachusetts,Worcester County,,00000,42.25177013053146,-71.55462752625111,242758.01,675564.61,306274
5a9688c6-314d-f919-8477-0b255dd392a8,2009-07-04,,999-35-8339,S99979149,,,Boris111,Freddie621,Stiedemann542,,,,white,nonhispanic,M,Amherst  Massachusetts  US,411 Zboncak Bay Suite 47,Shrewsbury,Massachusetts,Worcester County,,00000,42.332076102611815,-71.71443216264623,83741.69,103506.17,44338
91f7d6a6-dfa3-6b6f-7fb6-b2db2a8ab51e,1941-05-24,2003-08-21,999-50-5740,S99916827,X56124596X,Mr.,Raymundo71,Jamie386,Roob72,,,S,white,nonhispanic,M,Brookline  Massachusetts  US,149 Powlowski Trace,Lynn,Massachusetts,Essex County,25009,01901,42.421821082601916,-70.94359808167118,782871.96,1117862.96,44213
67ffc549-b6d1-9035-a946-3221a216910d,1971-09-02,,999-78-9563,S99985457,X71442601X,Mrs.,Leonia336,Laci507,Mueller846,,Huels583,M,white,nonhispanic,F,Middleborough  Massachusetts  US,164 Tremblay Underpass Apt 29,Westford,Massachusetts,Middlesex County,,00000,42.60322129989456,-71.4631155178778,904415.99,251706.56,113801
052a23d2-c6fd-6b9e-a9e2-7237ca819dbc,2004-07-07,,999-73-4190,S99919656,X13765886X,Ms.,Keisha459,,Nicolas769,,,,white,nonhispanic,F,Somerville  Massachusetts  US,259 Treutel Gateway,Malden,Massachusetts,Middlesex County,25017,02155,42.43958193859599,-71.08770234757893,77855.38,142837.79,407792
3ba366e9-60ad-9ce9-1d00-90526044d4d6,1979-06-01,,999-58-6511,S99938845,X88713739X,Mr.,Kerry175,Jules135,Jacobs452,,,W,asian,nonhispanic,M,Cantho  Cần Thơ  VN,806 Ernser Promenade,Pinehurst,Massachusetts,Middlesex County,25017,01866,42.56629722157012,-71.18902099386321,454279.12,329744.70,98896
6872302e-c285-24cd-3a1e-1396a75b7b43,1988-09-26,,999-64-2916,S99968432,X51111792X,Mrs.,Nicola388,,Stroman228,,Koch169,M,white,nonhispanic,F,Boston  Massachusetts  US,362 Turner Fort,Boston,Massachusetts,Suffolk County,25025,02109,42.250913862184234,-71.14973802392382,11989.37,696709.35,4769
eb22b6c6-b83e-1ffc-9c6b-1d3d75dbf2c2,1950-12-15,2006-03-26,999-73-6604,S99990702,X89558665X,Mr.,Josh874,Dorian295,Anderson154,,,S,asian,nonhispanic,M,Delhi  Delhi  IN,1070 Cummings Run,Boston,Massachusetts,Suffolk County,25025,02128,42.30037561194575,-71.0503057379079,197980.43,0.00,51233
5d02d64f-d350-7270-de64-9ef55c7821aa,1996-01-23,,999-56-1353,S99917995,X12295714X,Mrs.,Andera917,Nenita289,Kulas532,,Rogahn59,M,asian,nonhispanic,F,Tewksbury  Massachusetts  US,419 Klein Hollow,Springfield,Massachusetts,Hampden County,25013,01106,42.07260489371152,-72.56947988094757,114347.56,144513.78,33132
17dc1cd2-fc18-8565-2b0c-9a6f626334e0,1988-05-30,,999-73-1702,S99973083,X43757860X,Mr.,Rolf983,Adan632,Ankunding277,,,M,white,nonhispanic,M,Newton  Massachusetts  US,262 Gibson Port Unit 87,Chicopee,Massachusetts,Hampden County,25013,01013,42.18070910462805,-72.56452215036396,9796.03,712361.50,13478
cc5186c1-c41a-ff85-584b-d772232112ca,1959-03-13,,999-43-9431,S99941081,X35544841X,Ms.,Elida479,Lorna458,Stoltenberg489,,,S,white,nonhispanic,F,Newton  Massachusetts  US,681 Oberbrunner Knoll Apt 55,Yarmouth,Massachusetts,Barnstable County,,00000,41.642356105924996,-70.20556784825591,16515.39,747744.48,12952
e502be12-8f1e-1336-34ab-2ac9a32134a5,1941-05-24,2016-06-02,999-26-1732,S99930270,X88315519X,Mr.,Sterling124,,Schowalter414,,,D,white,nonhispanic,M,Middleborough  Massachusetts  US,425 Brown Landing Suite 7,Lynn,Massachusetts,Essex County,25009,01904,42.45308482128503,-70.91699724461006,241360.23,116895.64,44213
228e8aee-ad49-c015-c3da-a4c84f818600,1963-03-03,,999-15-7188,S99962491,X30795509X,Mr.,Buford910,Jamie386,Lowe577,,,M,white,nonhispanic,M,Shirley  Massachusetts  US,617 Luettgen Arcade Apt 89,Greenfield,Massachusetts,Franklin County,25011,01301,42.645871238312466,-72.61619076569966,184499.85,70163.07,132983
2e634992-a174-07b1-b2ef-0b857b64b5c8,1953-03-09,,999-52-1239,S99934410,X78669603X,Mrs.,Christia477,Demetrice140,Turner526,,Schowalter414,M,white,nonhispanic,F,Lancaster  Massachusetts  US,547 Toy Road Suite 68,Barre,Massachusetts,Worcester County,25027,01005,42.452300463879645,-72.07655108837533,803186.10,645475.53,60229
1d4f5d8e-0f1b-4fed-cd78-2d463c6d0802,1997-12-30,,999-37-8989,S99950005,X89275544X,Mr.,Mario764,,Volkman526,,,,asian,nonhispanic,M,Hanoi  Hà Đông  VN,1065 Bayer Ramp Suite 87,West Concord,Massachusetts,Middlesex County,,00000,42.40805718137349,-71.43256662772379,11708.85,732173.82,3737
a85826a3-8836-6949-26c9-d418ee46ede5,2000-09-22,,999-16-6613,S99955234,X89554933X,Ms.,Katerine813,Claribel706,Runolfsdottir785,,,,white,nonhispanic,F,Bolton  Massachusetts  US,920 Hammes Burg,Holden,Massachusetts,Worcester County,,00000,42.31767134374584,-71.88053044801788,139877.12,231484.52,114527
fdf82461-7de4-5c03-c87b-b8197c42ae17,2003-01-20,,999-60-8252,S99983348,X62731586X,Ms.,Wilhelmina724,Markita319,MacGyver246,,,,white,nonhispanic,F,East Pepperell  Massachusetts  US,977 Koepp Club Apt 21,Stoughton,Massachusetts,Norfolk County,,00000,42.10237004306509,-71.08767023819688,115960.43,0.00,67103
08be823f-231b-90d8-cb9b-f30463d8c64b,1964-05-20,,999-97-8724,S99913771,X5474312X,Mr.,Rafael239,Kraig824,Hagenes547,,,M,white,hispanic,M,Tewksbury  Massachusetts  US,306 Gulgowski Road Apt 40,Watertown,Massachusetts,Middlesex County,25017,02472,42.36957923983222,-71.15627185757329,285634.60,538779.70,63247
7aad6a5f-464d-f11b-2a6f-31643e709598,1984-12-24,1990-09-17,999-50-5993,,,,Merrill415,Tory770,Jacobi462,,,,white,nonhispanic,M,Framingham  Massachusetts  US,961 Goyette Extension Suite 99,Marlborough,Massachusetts,Middlesex County,25017,01752,42.39608846831663,-71.56812454267218,1613.93,39802.98,16160
af4405c8-796e-d20d-b1e1-2caf73b6d95c,1975-08-18,,999-88-5571,S99967465,X56413603X,Mr.,Sung603,Seth414,Wiza601,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,450 Abernathy Trace Suite 20,Attleboro,Massachusetts,Bristol County,25005,02703,41.889022736502966,-71.32659245709908,112648.64,1135.43,89113
7f9733c9-b21d-07ef-dca3-391bb2eaafd8,1951-04-15,,999-77-1689,S99934021,X31947719X,Mrs.,Elvera717,Adah626,Friesen796,,Swift555,M,white,nonhispanic,F,Lexington  Massachusetts  US,629 Champlin Port Suite 50,Concord,Massachusetts,Middlesex County,,00000,42.454140005100285,-71.32564875655709,917367.45,299676.69,97720
8b036720-6ec2-f06b-f6df-f797d2b9d5e9,1941-05-24,,999-48-3600,S99938893,X12502144X,Mr.,Avery919,,Cruickshank494,,,M,white,nonhispanic,M,East Pepperell  Massachusetts  US,638 Bahringer Arcade Apt 18,Lynn,Massachusetts,Essex County,25009,01940,42.473695708820436,-70.92825805549332,234926.98,85080.54,44213
fef4af9d-2627-8b65-e562-1c90e0760b29,1987-06-30,,999-83-3424,S99971138,X61602055X,Ms.,Rivka589,Wenona350,Ledner144,,,S,white,nonhispanic,F,Pembroke  Massachusetts  US,198 Denesik Gateway Apt 98,Orange,Massachusetts,Franklin County,25011,01364,42.557442806728524,-72.30028200868941,138621.53,95264.70,140824
0ef3fdd3-f2e0-f219-5a32-ec258065a230,1984-12-24,,999-38-9822,S99957671,X47979441X,Mr.,Fred155,Lonnie913,Jacobs452,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,127 Abshire Glen Unit 67,Marlborough,Massachusetts,Middlesex County,25017,01752,42.36598034207164,-71.55690874522865,6695.86,82306.51,16160
7fa97e8a-2f04-1080-d9e4-6b9e814ffbf2,2008-02-27,,999-89-4025,S99975957,,,Emiko501,Masako522,Bergstrom287,,,,white,nonhispanic,F,Sudbury  Massachusetts  US,522 Huel Flat,Southampton,Massachusetts,Hampshire County,,00000,42.2518701224793,-72.75699784324149,445838.96,330640.01,94907
f690cb09-f890-2956-a586-141254fe8d0e,2003-01-28,,999-58-8706,S99932118,X18240303X,Mr.,Dwayne786,Vincenzo126,Runolfsdottir785,,,,white,nonhispanic,M,Wellesley  Massachusetts  US,807 Heller Grove Suite 40,Ware,Massachusetts,Hampshire County,25015,01082,42.348467972217065,-72.26914756778889,48501.99,11751.66,63871
54fbf44b-c770-e3f2-a069-4560bbd13819,2000-08-06,,999-82-7857,S99951647,X12602083X,Mr.,Nicolas769,,Hayes766,,,,white,nonhispanic,M,West Springfield  Massachusetts  US,437 Kiehn Gardens Suite 63,Bedford,Massachusetts,Middlesex County,25017,01730,42.51091212786544,-71.25478587214843,39572.50,37943.90,125
75ac5e4b-eb36-0352-0ac5-6236f0f5a0d3,2003-02-12,,999-68-7400,S99994061,X25610418X,Mr.,Al123,Derick144,Doyle959,,,,white,nonhispanic,M,Plymouth  Massachusetts  US,152 Pouros Light Unit 23,Middleborough,Massachusetts,Plymouth County,,00000,41.91571638845682,-70.88239383731377,43612.86,10261.83,131485
54e92933-0969-98f9-a372-ea8b367f51a8,1972-03-01,,999-10-8761,S99921815,X5406933X,Mrs.,Maribel82,,Stracke611,,Heaney114,M,black,nonhispanic,F,Chelsea  Massachusetts  US,127 Stamm Grove,Somerville,Massachusetts,Middlesex County,25017,02143,42.34736859650789,-71.10034514268425,18416.29,691775.60,7665
c67ce44b-20c9-a2da-39ab-4eff341f86e1,1978-05-30,,999-31-6236,S99955993,X13053493X,Ms.,Jinny850,Antonietta855,Becker968,,,S,white,nonhispanic,F,Middleborough  Massachusetts  US,307 Blick Mews,Middleton,Massachusetts,Essex County,,00000,42.56552678625942,-70.9687508606286,136055.08,573414.43,872792
b010da07-81ea-aad5-6edb-2da05ec1e0ac,2011-10-16,,999-35-9371,,,,Sharen57,Evelina828,Bartell116,,,,white,nonhispanic,F,Fitchburg  Massachusetts  US,1044 Dietrich Key,Shrewsbury,Massachusetts,Worcester County,,00000,42.31382494759878,-71.75149471600815,27567.02,10944.65,38431
74df0c3d-4cd7-7e8d-d1dc-3bf9316e6481,1995-03-15,,999-85-3929,S99988347,X27563182X,Mrs.,Margeret29,Chelsie189,Doyle959,,Schoen8,M,asian,nonhispanic,F,Beijing  Beijing Municipality  CN,675 Nolan Fort,Andover,Massachusetts,Essex County,25009,01810,42.68643905846455,-71.19270690594415,130245.38,106137.15,64479
07dbc503-ef60-0773-397e-de6657994b52,2018-10-12,,999-50-1971,,,,Martina386,Ardella559,Braun514,,,,white,nonhispanic,F,Dracut  Massachusetts  US,267 Fay Fort,Haverhill,Massachusetts,Essex County,25009,01830,42.74196315069992,-71.12899198032324,15601.34,13889.39,57148
7098f3fe-dd53-cde6-9fb5-680139f28343,1986-01-10,,999-61-4219,S99984246,X3878914X,Mr.,Benedict104,Merle11,Wiza601,,,D,asian,nonhispanic,M,Chicopee  Massachusetts  US,914 Morar Burg Apt 89,Watertown,Massachusetts,Middlesex County,25017,02472,42.394619412097185,-71.21535189988207,29799.82,122424.80,66547
c1a06674-6142-d9ef-03ba-f25b4d8d2246,1961-04-17,,999-15-1186,S99950604,X35080961X,Mr.,Roderick835,Chet188,Metz686,,,S,white,nonhispanic,M,Natick  Massachusetts  US,1094 DuBuque Fort Apt 47,Springfield,Massachusetts,Hampden County,25013,01129,42.03046273094193,-72.52309226836586,136015.49,114328.06,24651
655e93ee-e683-2dad-98a6-7ba6f8b6bed4,1963-03-02,,999-58-1020,S99921984,X60226498X,Mr.,Jay242,Sergio619,Boyer713,,,M,white,nonhispanic,M,Taunton  Massachusetts  US,237 Heller Camp Unit 98,Greenfield,Massachusetts,Franklin County,25011,01301,42.59855809754672,-72.61510947129224,225915.89,23274.30,82735
60d86c62-487c-663f-c668-8f1c7e9ec5bd,2008-02-09,,999-79-6974,S99944280,,,Mildred587,Pennie519,Denesik803,,,,white,nonhispanic,F,Boston  Massachusetts  US,652 Wiza Trafficway Suite 37,Cambridge,Massachusetts,Middlesex County,25017,02141,42.3724728775119,-71.12274660917211,62059.26,3378.91,147732
3f763157-a1a3-1ea6-9b9b-b3d413a9b6be,1952-10-29,,999-92-7262,S99980370,X36992015X,Mr.,Oscar384,Micheal721,Langosh790,,,S,asian,nonhispanic,M,Seoul  Seoul  KR,1048 Wiegand Light Suite 7,Malden,Massachusetts,Middlesex County,25017,02148,42.47502930959471,-71.04404246024627,168462.30,62517.94,109627
107c1137-c101-f846-b742-0fea49045030,1984-12-05,,999-75-9905,S99931232,X31308133X,Mr.,Brendan864,Garfield38,Marvin195,,,S,white,nonhispanic,M,Needham  Massachusetts  US,511 Lueilwitz Trace Suite 0,Windsor,Massachusetts,Berkshire County,,00000,42.56971182920617,-73.04482699087114,124860.76,22851.33,53070
700f0a31-dc9a-7eba-94e9-fc10a828d5cc,1945-08-02,,999-89-9721,S99988639,X46776745X,Mr.,Oscar384,Christoper325,Mante251,,,M,white,nonhispanic,M,Boston  Massachusetts  US,995 Towne Esplanade,Harwich,Massachusetts,Barnstable County,,00000,41.74383265499254,-70.08441666692865,541536.38,380040.87,89720
8f61999d-2cd5-5a8f-b5ba-5aa4498f91d7,1951-07-21,,999-14-3002,S99952352,X34337122X,Mr.,Alberto639,Eduardo902,Alfaro627,,,M,white,hispanic,M,Lima  Lima Province  PE,934 Walsh Rest Apt 88,Springfield,Massachusetts,Hampden County,25013,01151,42.140703391491044,-72.6019274614331,190018.69,126786.48,70823
2de3ba69-c9e6-c462-4f6f-156ed006e9c7,1979-08-03,,999-74-8765,S99992550,X57637173X,Mr.,Alphonso102,Lauren941,Windler79,,,M,white,nonhispanic,M,Boston  Massachusetts  US,736 Wyman Row,Lynnfield,Massachusetts,Essex County,25009,01940,42.53550055577247,-71.010873329325,22323.13,822573.76,129888
04f531e7-f93e-db29-14e9-ce02ce4841c7,1971-10-27,,999-67-3993,S99916369,X28200564X,Mr.,Gavin481,Damien170,Friesen796,,,M,black,nonhispanic,M,Mansfield  Massachusetts  US,804 Schulist Street Unit 20,Chicopee,Massachusetts,Hampden County,25013,01020,42.20460549371725,-72.58794799579292,12533.76,438176.27,13934
1c3aee96-711f-0f22-2eab-a1293992b66a,2004-08-31,,999-69-6612,S99964766,X703131X,Mr.,Woodrow571,Josiah310,Quigley282,,,,white,nonhispanic,M,Boston  Massachusetts  US,406 Gutkowski Light Unit 64,Fitchburg,Massachusetts,Worcester County,25027,01420,42.65137882737781,-71.85399573407135,59887.25,0.00,65771
9f478f05-d7cf-4173-ef3a-6098cbe1600e,1957-07-16,,999-20-7089,S99998082,X61634671X,Mr.,Marvin195,Davis923,Monahan736,,,M,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,788 Rutherford Rue Unit 89,Chelsea,Massachusetts,Suffolk County,25017,02149,42.37781329001975,-71.0790351481518,185070.39,256440.44,24047
73be8112-1f18-121d-bb79-30d5bf40a8e0,1999-10-07,,999-91-4092,S99937322,X17175091X,Mr.,Dudley365,,Hahn503,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,767 Smitham Trail Unit 60,Concord,Massachusetts,Middlesex County,,00000,42.51141383905195,-71.34834056168545,85184.00,14746.16,174401
fe4cdf28-6bdc-17e8-91cb-3397315ce995,1952-04-15,,999-27-7032,S99981146,X61432702X,Mrs.,Anastacia583,See995,Bode78,,Hyatt152,M,white,nonhispanic,F,Sharon  Massachusetts  US,518 Koch Park Unit 17,Pembroke,Massachusetts,Plymouth County,,00000,42.10256123395553,-70.76464695190381,526986.66,266033.62,36940
045682fd-ea46-0ed4-a689-75a85b23dc27,2004-02-28,,999-25-9207,S99975404,X3072419X,Ms.,Katy259,Mammie808,Pagac496,,,,white,nonhispanic,F,Merrimac  Massachusetts  US,636 Padberg Way Unit 25,Chatham,Massachusetts,Barnstable County,25001,02633,41.720686216146284,-69.96372267401189,105019.08,558849.58,88108
c82acef9-a416-a19c-6f6e-29e79d66e2f6,2003-06-23,,999-61-2954,S99925523,X43187654X,Ms.,Tish18,Toby274,Luettgen772,,,,white,nonhispanic,F,Boston  Massachusetts  US,1042 Mraz Green Unit 35,Lynn,Massachusetts,Essex County,25009,01902,42.4331454672436,-71.00630889091674,65334.23,120517.29,126617
bcfa7bbc-2643-47ac-bcb6-6815d9e07125,1981-08-25,2010-07-08,999-40-9021,S99946158,X56021272X,Mr.,Giuseppe872,Wiley422,Koelpin146,,,M,white,hispanic,M,Watertown  Massachusetts  US,829 Ondricka Promenade Suite 78,Randolph,Massachusetts,Norfolk County,25021,02368,42.22677192484009,-71.05280123397236,88214.88,34148.46,81502
3d6b5729-6013-5eda-cc24-ad40066c4ef1,1984-03-21,,999-91-5867,S99949603,X1652354X,Mr.,Lazaro919,,Kuphal363,,,M,white,nonhispanic,M,Boston  Massachusetts  US,365 Corwin Divide Suite 0,Newton,Massachusetts,Middlesex County,25017,02472,42.288701567363624,-71.18504168177219,87630.59,16691.44,459234
3f23e8cd-5d4a-dae7-6f8b-e726d5db3c14,1962-08-04,,999-39-3931,S99957197,X75938278X,Mrs.,Gloria696,Marta91,Terrazas956,,Bétancourt447,D,white,hispanic,F,Portsmouth  Saint John Parish  DM,188 Baumbach Gardens Apt 33,Boston,Massachusetts,Suffolk County,25025,02132,42.38621783158231,-71.0236742856965,452284.92,177236.62,100226
04fa677b-444f-52f2-93be-d647bce670c1,2011-05-24,,999-18-1253,,,,Dean966,Elias404,Yundt842,,,,asian,nonhispanic,M,Lexington  Massachusetts  US,444 Swift Road,Springfield,Massachusetts,Hampden County,25013,01103,42.032255670216124,-72.5396067216957,22788.04,25256.16,124957
25c18e08-ca01-cc4e-da68-d47033be1d2c,2012-09-05,,999-91-9076,,,,Matilda472,Cassandra224,Lind531,,,,white,nonhispanic,F,Weston  Massachusetts  US,658 Bogisich Meadow,Huntington,Massachusetts,Hampshire County,25015,01050,42.292722314964536,-72.90388437717696,46519.66,0.00,114227
0584ff74-47d4-2312-7a32-e9d3b60ef9ff,1989-02-22,,999-12-3448,S99965528,X43344389X,Mr.,Rich940,,Hirthe744,,,S,asian,nonhispanic,M,Incheon  Incheon  KR,550 Lynch Meadow,Spencer,Massachusetts,Worcester County,25027,01562,42.26729087815215,-72.02853388334437,53164.10,31794.11,136
de6d54b5-e531-c1a3-43aa-003913cc749e,1981-08-25,,999-52-5538,S99950475,X57005913X,Mr.,Gregorio366,,Green467,,,M,white,hispanic,M,Winchester  Massachusetts  US,165 Eichmann Knoll Unit 55,Randolph,Massachusetts,Norfolk County,25021,02368,42.1417807911938,-71.09355788520827,78940.19,22801.30,81502
766818e6-269d-123a-dbd1-554b7cb32941,1964-04-26,2024-11-07,999-77-9690,S99980203,X25852831X,Mrs.,Jaye603,Harriett813,Stiedemann542,,Abernathy524,M,white,nonhispanic,F,Lexington  Massachusetts  US,816 Hansen Frontage road Unit 88,Forestdale,Massachusetts,Barnstable County,25001,02644,41.676547916853615,-70.47340842771992,37897.56,1037799.91,140264
